dataset,task,class,feature,seed,coefficient_mean,coefficient_sd,fold_selection_frequency,n_folds,selected
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (CK+ HR lo),0,-0.10026140389853318,0.11459968099314305,0.6,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (CK+ HR lo),1,-0.03307416384833192,0.05588528078081715,0.4,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (CK+ HR lo),2,-0.04572270143092153,0.06698965570480188,0.6,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (CK+ HR+),0,-0.05003357171572922,0.08126159751421154,0.4,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (CK+ HR+),1,-0.18800454153713414,0.35966179472854204,0.4,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (CK+ HR+),2,-0.03876634134197614,0.07869837244883937,0.4,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (CK7+ CK hi Ecadh hi),0,0.29763366481931036,0.25875908102840667,1.0,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (CK7+ CK hi Ecadh hi),1,0.19640399770306374,0.2540354678400581,0.8,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (CK7+ CK hi Ecadh hi),2,0.24721585636992233,0.2851504495337732,0.8,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (CK7+),0,-0.123594811982254,0.1830476266322226,0.8,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (CK7+),1,-0.01545988071671455,0.022087577082253944,0.4,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (CK7+),2,-0.04543682605152457,0.05508702500762266,0.6,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (Epithelial low),0,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (Epithelial low),1,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (Epithelial low),2,-0.11323882146394641,0.2774491051548445,0.4,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (Hypoxic),0,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (Hypoxic),1,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (Hypoxic),2,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (Myoepithelial),0,0.15621217683555985,0.14507081294890986,0.8,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (Myoepithelial),1,0.10515453918984174,0.1198864682039163,0.6,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (Myoepithelial),2,0.09865739052835173,0.1340588187208308,0.8,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (Proliferative),0,-0.05887380274125735,0.07541391739255877,0.6,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (Proliferative),1,-0.15017941470473214,0.11963180672664987,0.8,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (Proliferative),2,0.04292242565685951,0.1648092461776535,0.4,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (p53+ EGFR+),0,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (p53+ EGFR+),1,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (p53+ EGFR+),2,0.0,0.0,0.0,5,False
