dataset,task,scheme,model,class,feature,mean_abs_shap,sd_abs_shap,mean_shap,value_shap_spearman,top_fold_frequency,n_fold_models,n_explained_regions,direction_consistency,direction
crc_schurch2020,OS,cv,cox,risk,CD11c+ DCs,0.11363339892038314,0.10067115091737389,-0.06296824947806491,0.6,1.0,15,420,0.8,higher value increases prediction
crc_schurch2020,OS,cv,cox,risk,CD4+ T cells,0.10880259878456074,0.12303456846135845,-0.017965553733059417,-1.0,1.0,15,420,1.0,higher value decreases prediction
crc_schurch2020,OS,cv,cox,risk,tumor cells / immune cells,0.10192073498771596,0.18136114941711157,-0.08526888289614575,0.6,0.26666666666666666,15,420,0.8,higher value increases prediction
crc_schurch2020,OS,cv,cox,risk,NK cells,0.07418343601506254,0.040280098623907815,-0.006864034376249524,-0.9999999999999999,0.9333333333333333,15,420,1.0,higher value decreases prediction
crc_schurch2020,OS,cv,cox,risk,undefined,0.0723212935724245,0.04679129931573202,0.006179971064622731,0.9999999999999999,0.7333333333333333,15,420,1.0,higher value increases prediction
crc_schurch2020,OS,cv,cox,risk,granulocytes,0.06905189503427732,0.038547309058404235,-0.01696855090306072,0.7333333333333332,0.8666666666666667,15,420,0.8666666666666667,higher value increases prediction
crc_schurch2020,OS,cv,cox,risk,immune cells / vasculature,0.06838405007901406,0.041742764440250116,0.0005837792650540401,0.9999999999999999,1.0,15,420,1.0,higher value increases prediction
crc_schurch2020,OS,cv,cox,risk,CD163+ macrophages,0.06834943483291736,0.09889240624096644,0.04315753556683315,-0.5999999999999999,0.3333333333333333,15,420,0.8,higher value decreases prediction
crc_schurch2020,OS,cv,cox,risk,CD11b+ monocytes,0.0675979480690043,0.10482807988206916,0.03785973793001498,0.9999999999999999,0.2,15,420,1.0,higher value increases prediction
crc_schurch2020,OS,cv,cox,risk,adipocytes,0.06624582696071148,0.06423844575120585,-0.010152209934611679,-0.8666666666666667,0.6666666666666666,15,420,0.9333333333333333,higher value decreases prediction
